countyFIPS	stay at home	>50 gatherings	>500 gatherings	public schools	restaurant dine-in	entertainment/gym	federal guidelines
18175	-43.0	-43.0	-54.0	-48	-50	-50.0	-51
18177	-14.0	-14.0	-25.0	-19	-21	-21.0	-22
18181	-44.0	-44.0	-55.0	-49	-51	-51.0	-52
18183	-12.0	-12.0	-23.0	-17	-19	-19.0	-20
19005		6.0	6.0	6	-10	-10.0	-11
19007		-3.0	-3.0	-3	-19	-19.0	-20
19011		-5.0	-5.0	-5	-21	-21.0	-22
19013		-15.0	-15.0	-15	-31	-31.0	-32
19017		-21.0	-21.0	-21	-37	-37.0	-38
19031		-35.0	-35.0	-35	-51	-51.0	-52
19043		-13.0	-13.0	-13	-29	-29.0	-30
19045		-24.0	-24.0	-24	-40	-40.0	-41
19047		-9.0	-9.0	-9	-25	-25.0	-26
19049		-32.0	-32.0	-32	-48	-48.0	-49
19055		-31.0	-31.0	-31	-47	-47.0	-48
19057		-24.0	-24.0	-24	-40	-40.0	-41
19061		9.0	9.0	9	-7	-7.0	-8
19067		-38.0	-38.0	-38	-54	-54.0	-55
19087		-4.0	-4.0	-4	-20	-20.0	-21
19099		-27.0	-27.0	-27	-43	-43.0	-44
19103		-3.0	-3.0	-3	-19	-19.0	-20
19113		4.0	4.0	4	-12	-12.0	-13
19115		-14.0	-14.0	-14	-30	-30.0	-31
19121		-9.0	-9.0	-9	-25	-25.0	-26
19123		-18.0	-18.0	-18	-34	-34.0	-35
19127		-27.0	-27.0	-27	-43	-43.0	-44
19139		2.0	2.0	2	-14	-14.0	-15
19153		1.0	1.0	1	-15	-15.0	-16
19155		-13.0	-13.0	-13	-29	-29.0	-30
19157		6.0	6.0	6	-10	-10.0	-11
19163		-3.0	-3.0	-3	-19	-19.0	-20
19169		-26.0	-26.0	-26	-42	-42.0	-43
19171		-4.0	-4.0	-4	-20	-20.0	-21
19183		3.0	3.0	3	-13	-13.0	-14
19193		-20.0	-20.0	-20	-36	-36.0	-37
20011	-8.0	-8.0	-8.0	-20	-14	-14.0	-22
20027	-27.0	-27.0	-27.0	-39	-33	-33.0	-41
20031	-3.0	-3.0	-3.0	-15	-9	-9.0	-17
20035	-10.0	-10.0	-10.0	-22	-16	-16.0	-24
20037	0.0	0.0	0.0	-12	-6	-6.0	-14
20055	-28.0	-41.0	-41.0	-40	-34	-34.0	-42
20057	-32.0	-45.0	-45.0	-44	-38	-38.0	-46
20091	3.0	-4.0	-4.0	-3	3	3.0	-5
20103	-11.0	-18.0	-18.0	-17	-11	-11.0	-19
20111	-20.0	-33.0	-33.0	-32	-26	-26.0	-34
20115	-26.0	-39.0	-39.0	-38	-32	-32.0	-40
20125	-9.0	-22.0	-22.0	-21	-15	-15.0	-23
20169	-6.0	-19.0	-19.0	-18	-12	-12.0	-20
20173	-5.0	-13.0	-13.0	-12	-6	-6.0	-14
20177	2.0	-11.0	-11.0	-10	-4	-4.0	-12
20191	-10.0	-23.0	-23.0	-22	-16	-16.0	-24
20209	12.0	5.0	5.0	6	12	12.0	4
21001	-12.0	-12.0	-12.0	-22	-22	-20.0	-22
21003	-46.0	-46.0	-46.0	-56	-56	-54.0	-56
21005	5.0	5.0	5.0	-5	-5	-3.0	-5
21011	-35.0	-35.0	-35.0	-45	-45	-43.0	-45
21015	-9.0	-9.0	-9.0	-19	-19	-17.0	-19
21017	11.0	11.0	11.0	1	1	3.0	1
21019	-7.0	-7.0	-7.0	-17	-17	-15.0	-17
21029	-5.0	-5.0	-5.0	-15	-15	-13.0	-15
21031	-15.0	-15.0	-15.0	-25	-25	-23.0	-25
21035	-14.0	-14.0	-14.0	-24	-24	-22.0	-24
21037	-5.0	-5.0	-5.0	-15	-15	-13.0	-15
21039	-36.0	-36.0	-36.0	-46	-46	-44.0	-46
21047	-14.0	-14.0	-14.0	-24	-24	-22.0	-24
21055	-25.0	-25.0	-25.0	-35	-35	-33.0	-35
21059	-6.0	-6.0	-6.0	-16	-16	-14.0	-16
21061	-42.0	-42.0	-42.0	-52	-52	-50.0	-52
21067	3.0	3.0	3.0	-7	-7	-5.0	-7
21081	-7.0	-7.0	-7.0	-17	-17	-15.0	-17
21083	-21.0	-21.0	-21.0	-31	-31	-29.0	-31
21085	-23.0	-23.0	-23.0	-33	-33	-31.0	-33
21093	-39.0	-39.0	-39.0	-49	-49	-47.0	-49
21101	-28.0	-28.0	-28.0	-38	-38	-36.0	-38
21107	-1.0	-1.0	-1.0	-11	-11	-9.0	-11
21109	-19.0	-19.0	-19.0	-29	-29	-27.0	-29
21111	7.0	7.0	7.0	-3	-3	-1.0	-3
21117	-2.0	-2.0	-2.0	-12	-12	-10.0	-12
21125	-19.0	-19.0	-19.0	-29	-29	-27.0	-29
21137	-19.0	-19.0	-19.0	-29	-29	-27.0	-29
21141	-38.0	-38.0	-38.0	-48	-48	-46.0	-48
21143	-12.0	-12.0	-12.0	-22	-22	-20.0	-22
21145	-15.0	-15.0	-15.0	-25	-25	-23.0	-25
21149	-10.0	-10.0	-10.0	-20	-20	-18.0	-20
21151	-18.0	-18.0	-18.0	-28	-28	-26.0	-28
21157	-36.0	-36.0	-36.0	-46	-46	-44.0	-46
21163	-15.0	-15.0	-15.0	-25	-25	-23.0	-25
21177	-18.0	-18.0	-18.0	-28	-28	-26.0	-28
21195	-19.0	-19.0	-19.0	-29	-29	-27.0	-29
21199	-7.0	-7.0	-7.0	-17	-17	-15.0	-17
21207	-22.0	-22.0	-22.0	-32	-32	-30.0	-32
21211	-10.0	-10.0	-10.0	-20	-20	-18.0	-20
21213	-19.0	-19.0	-19.0	-29	-29	-27.0	-29
21227	-34.0	-34.0	-34.0	-44	-44	-42.0	-44
22001	-4.0	-10.0	-10.0	-11	-10	-10.0	-11
22003	-10.0	-16.0	-16.0	-17	-16	-16.0	-17
22005	0.0	-6.0	-6.0	-7	-6	-6.0	-7
22009	-9.0	-15.0	-15.0	-16	-15	-15.0	-16
22011	-16.0	-22.0	-22.0	-23	-22	-22.0	-23
22013	-2.0	-8.0	-8.0	-9	-8	-8.0	-9
22015	-8.0	-14.0	-14.0	-15	-14	-14.0	-15
22019	-1.0	-7.0	-7.0	-8	-7	-7.0	-8
22025	3.0	-3.0	-3.0	-4	-3	-3.0	-4
22027	-10.0	-16.0	-16.0	-17	-16	-16.0	-17
22029	-11.0	-17.0	-17.0	-18	-17	-17.0	-18
22031	-3.0	-9.0	-9.0	-10	-9	-9.0	-10
22033	0.0	-6.0	-6.0	-7	-6	-6.0	-7
22037	-16.0	-22.0	-22.0	-23	-22	-22.0	-23
22039	-38.0	-44.0	-44.0	-45	-44	-44.0	-45
22041	-18.0	-24.0	-24.0	-25	-24	-24.0	-25
22047	-1.0	-7.0	-7.0	-8	-7	-7.0	-8
22049	-36.0	-42.0	-42.0	-43	-42	-42.0	-43
22051	5.0	-1.0	-1.0	-2	-1	-1.0	-2
22053	-14.0	-20.0	-20.0	-21	-20	-20.0	-21
22055	-5.0	-11.0	-11.0	-12	-11	-11.0	-12
22057	-2.0	-8.0	-8.0	-9	-8	-8.0	-9
22061	-25.0	-31.0	-31.0	-32	-31	-31.0	-32
22063	-11.0	-17.0	-17.0	-18	-17	-17.0	-18
22067	-18.0	-24.0	-24.0	-25	-24	-24.0	-25
22069	-25.0	-31.0	-31.0	-32	-31	-31.0	-32
22071	9.0	3.0	3.0	2	3	3.0	2
22073	0.0	-6.0	-6.0	-7	-6	-6.0	-7
22079	0.0	-6.0	-6.0	-7	-6	-6.0	-7
22081	-15.0	-21.0	-21.0	-22	-21	-21.0	-22
22083	-43.0	-49.0	-49.0	-50	-49	-49.0	-50
22085	-36.0	-42.0	-42.0	-43	-42	-42.0	-43
22089	-2.0	-8.0	-8.0	-9	-8	-8.0	-9
22091	-24.0	-30.0	-30.0	-31	-30	-30.0	-31
22095	-2.0	-8.0	-8.0	-9	-8	-8.0	-9
22097	-7.0	-13.0	-13.0	-14	-13	-13.0	-14
22099	-4.0	-10.0	-10.0	-11	-10	-10.0	-11
22101	-17.0	-23.0	-23.0	-24	-23	-23.0	-24
22103	-1.0	-7.0	-7.0	-8	-7	-7.0	-8
22111	-16.0	-22.0	-22.0	-23	-22	-22.0	-23
22113	-5.0	-11.0	-11.0	-12	-11	-11.0	-12
22115	-22.0	-28.0	-28.0	-29	-28	-28.0	-29
22119	0.0	-6.0	-6.0	-7	-6	-6.0	-7
22121	0.0	-6.0	-6.0	-7	-6	-6.0	-7
22125	-28.0	-34.0	-34.0	-35	-34	-34.0	-35
22127	-13.0	-19.0	-19.0	-20	-19	-19.0	-20
23001	-15.0	-30.0	-30.0	-33	-30	-24.0	-32
23005	6.0	-9.0	-9.0	-12	-9	-3.0	-11
23007	-23.0	-38.0	-38.0	-41	-38	-32.0	-40
23009	-36.0	-51.0	-51.0	-54	-51	-45.0	-53
23011	2.0	-13.0	-13.0	-16	-13	-7.0	-15
23027	-6.0	-21.0	-21.0	-24	-21	-15.0	-23
23031	2.0	-13.0	-13.0	-16	-13	-7.0	-15
24001	-16.0	-30.0	-33.0	-30	-30	-30.0	-30
24015	-3.0	-17.0	-20.0	-17	-17	-17.0	-17
24019	-15.0	-29.0	-32.0	-29	-29	-29.0	-29
24029	-17.0	-31.0	-34.0	-31	-31	-31.0	-31
24035	-16.0	-30.0	-33.0	-30	-30	-30.0	-30
24041	-9.0	-23.0	-26.0	-23	-23	-23.0	-23
24045	2.0	-12.0	-15.0	-12	-12	-12.0	-12
24047	-29.0	-43.0	-46.0	-43	-43	-43.0	-43
25001	-1.0	-8.0	-8.0	-8	-8	-8.0	-9
25003	2.0	-5.0	-5.0	-5	-5	-5.0	-6
25005	-3.0	-10.0	-10.0	-10	-10	-10.0	-11
25009	-2.0	-9.0	-9.0	-9	-9	-9.0	-10
25011	-2.0	-9.0	-9.0	-9	-9	-9.0	-10
25013	-2.0	-9.0	-9.0	-9	-9	-9.0	-10
25015	2.0	-5.0	-5.0	-5	-5	-5.0	-6
25017	3.0	-4.0	-4.0	-4	-4	-4.0	-5
25019	-13.0	-20.0	-20.0	-20	-20	-20.0	-21
25021	-1.0	-8.0	-8.0	-8	-8	-8.0	-9
25023	-7.0	-14.0	-14.0	-14	-14	-14.0	-15
25025	4.0	-3.0	-3.0	-3	-3	-3.0	-4
25027	-1.0	-8.0	-8.0	-8	-8	-8.0	-9
26001	-37.0	-37.0	-37.0	-45	-45	-45.0	-45
26005	-31.0	-31.0	-31.0	-39	-39	-39.0	-39
26007	-24.0	-24.0	-24.0	-32	-32	-32.0	-32
26009	-32.0	-32.0	-32.0	-40	-40	-40.0	-40
26011	-27.0	-27.0	-27.0	-35	-35	-35.0	-35
26015	-21.0	-21.0	-21.0	-29	-29	-29.0	-29
26017	-19.0	-19.0	-19.0	-27	-27	-27.0	-27
26021	-7.0	-7.0	-7.0	-15	-15	-15.0	-15
26023	-12.0	-12.0	-12.0	-20	-20	-20.0	-20
26025	-10.0	-10.0	-10.0	-18	-18	-18.0	-18
26027	-7.0	-7.0	-7.0	-15	-15	-15.0	-15
26029	-21.0	-21.0	-21.0	-29	-29	-29.0	-29
26031	-11.0	-11.0	-11.0	-19	-19	-19.0	-19
26035	-17.0	-17.0	-17.0	-25	-25	-25.0	-25
26037	-9.0	-9.0	-9.0	-17	-17	-17.0	-17
26039	-14.0	-14.0	-14.0	-22	-22	-22.0	-22
26041	-16.0	-16.0	-16.0	-24	-24	-24.0	-24
26043	-10.0	-10.0	-10.0	-18	-18	-18.0	-18
26045	-9.0	-9.0	-9.0	-17	-17	-17.0	-17
26047	-8.0	-8.0	-8.0	-16	-16	-16.0	-16
26049	-2.0	-2.0	-2.0	-10	-10	-10.0	-10
26051	-27.0	-27.0	-27.0	-35	-35	-35.0	-35
26053	-3.0	-3.0	-3.0	-11	-11	-11.0	-11
26055	-9.0	-9.0	-9.0	-17	-17	-17.0	-17
26057	-26.0	-26.0	-26.0	-34	-34	-34.0	-34
26059	-5.0	-5.0	-5.0	-13	-13	-13.0	-13
26063	-27.0	-27.0	-27.0	-35	-35	-35.0	-35
26065	-8.0	-8.0	-8.0	-16	-16	-16.0	-16
26067	-14.0	-14.0	-14.0	-22	-22	-22.0	-22
26069	-11.0	-11.0	-11.0	-19	-19	-19.0	-19
26073	-5.0	-5.0	-5.0	-13	-13	-13.0	-13
26075	-6.0	-6.0	-6.0	-14	-14	-14.0	-14
26077	-6.0	-6.0	-6.0	-14	-14	-14.0	-14
26079	-7.0	-7.0	-7.0	-15	-15	-15.0	-15
26081	-6.0	-6.0	-6.0	-14	-14	-14.0	-14
26091	-34.0	-34.0	-34.0	-42	-42	-42.0	-42
26093	-5.0	-5.0	-5.0	-13	-13	-13.0	-13
26099	1.0	1.0	1.0	-7	-7	-7.0	-7
26103	-11.0	-11.0	-11.0	-19	-19	-19.0	-19
26107	-2.0	-2.0	-2.0	-10	-10	-10.0	-10
26111	-15.0	-15.0	-15.0	-23	-23	-23.0	-23
26113	-5.0	-5.0	-5.0	-13	-13	-13.0	-13
26115	-16.0	-16.0	-16.0	-24	-24	-24.0	-24
26117	-14.0	-14.0	-14.0	-22	-22	-22.0	-22
26121	-5.0	-5.0	-5.0	-13	-13	-13.0	-13
26125	3.0	3.0	3.0	-5	-5	-5.0	-5
26127	-14.0	-14.0	-14.0	-22	-22	-22.0	-22
26135	-27.0	-27.0	-27.0	-35	-35	-35.0	-35
26137	-11.0	-11.0	-11.0	-19	-19	-19.0	-19
26139	-16.0	-16.0	-16.0	-24	-24	-24.0	-24
26145	-13.0	-13.0	-13.0	-21	-21	-21.0	-21
26149	-21.0	-21.0	-21.0	-29	-29	-29.0	-29
26151	-8.0	-8.0	-8.0	-16	-16	-16.0	-16
26155	-19.0	-19.0	-19.0	-27	-27	-27.0	-27
26157	-5.0	-5.0	-5.0	-13	-13	-13.0	-13
26159	-9.0	-9.0	-9.0	-17	-17	-17.0	-17
26161	0.0	0.0	0.0	-8	-8	-8.0	-8
26163	6.0	6.0	6.0	-2	-2	-2.0	-2
26165	-18.0	-18.0	-18.0	-26	-26	-26.0	-26
27003	-21.0	-21.0	-21.0	-30	-31	-31.0	-32
27009	-35.0	-35.0	-35.0	-44	-45	-45.0	-46
27015	-14.0	-14.0	-14.0	-23	-24	-24.0	-25
27019	-43.0	-43.0	-43.0	-52	-53	-53.0	-54
27021	-44.0	-44.0	-44.0	-53	-54	-54.0	-55
27025	-7.0	-7.0	-7.0	-16	-17	-17.0	-18
27027	-19.0	-19.0	-19.0	-28	-29	-29.0	-30
27035	-32.0	-32.0	-32.0	-41	-42	-42.0	-43
27037	-5.0	-5.0	-5.0	-14	-15	-15.0	-16
27045	-27.0	-27.0	-27.0	-36	-37	-37.0	-38
27053	-1.0	-1.0	-1.0	-10	-11	-11.0	-12
27067	-32.0	-32.0	-32.0	-41	-42	-42.0	-43
27087	-40.0	-40.0	-40.0	-49	-50	-50.0	-51
27091	0.0	0.0	0.0	-9	-10	-10.0	-11
27095	-23.0	-23.0	-23.0	-32	-33	-33.0	-34
27103	-15.0	-15.0	-15.0	-24	-25	-25.0	-26
27105	-26.0	-26.0	-26.0	-35	-36	-36.0	-37
27109	-6.0	-6.0	-6.0	-15	-16	-16.0	-17
27119	-43.0	-43.0	-43.0	-52	-53	-53.0	-54
27123	7.0	7.0	7.0	-2	-3	-3.0	-4
27131	-21.0	-21.0	-21.0	-30	-31	-31.0	-32
27137	-13.0	-13.0	-13.0	-22	-23	-23.0	-24
27139	-7.0	-7.0	-7.0	-16	-17	-17.0	-18
27141	-39.0	-39.0	-39.0	-48	-49	-49.0	-50
27145	-38.0	-38.0	-38.0	-47	-48	-48.0	-49
27163	-11.0	-11.0	-11.0	-20	-21	-21.0	-22
27167	-12.0	-12.0	-12.0	-21	-22	-22.0	-23
27169	-5.0	-5.0	-5.0	-14	-15	-15.0	-16
27171	-15.0	-15.0	-15.0	-24	-25	-25.0	-26
28001	-3.0	-15.0	-15.0	-20	-15	-15.0	-24
28003	-23.0	-35.0	-35.0	-40	-35	-35.0	-44
28007	-26.0	-38.0	-38.0	-43	-38	-38.0	-47
28011	6.0	-6.0	-6.0	-11	-6	-6.0	-15
28013	-8.0	-20.0	-20.0	-25	-20	-20.0	-29
28015	-10.0	-22.0	-22.0	-27	-22	-22.0	-31
28017	4.0	-8.0	-8.0	-13	-8	-8.0	-17
28019	1.0	-11.0	-11.0	-16	-11	-11.0	-20
28023	-2.0	-14.0	-14.0	-19	-14	-14.0	-23
28025	-11.0	-23.0	-23.0	-28	-23	-23.0	-32
28027	2.0	-10.0	-10.0	-15	-10	-10.0	-19
28029	-10.0	-22.0	-22.0	-27	-22	-22.0	-31
28031	-32.0	-44.0	-44.0	-49	-44	-44.0	-53
28033	8.0	-4.0	-4.0	-9	-4	-4.0	-13
28035	1.0	-11.0	-11.0	-16	-11	-11.0	-20
28037	-19.0	-31.0	-31.0	-36	-31	-31.0	-40
28039	-12.0	-24.0	-24.0	-29	-24	-24.0	-33
28041	-18.0	-30.0	-30.0	-35	-30	-30.0	-39
28043	-27.0	-39.0	-39.0	-44	-39	-39.0	-48
28045	18.0	6.0	6.0	1	6	6.0	-3
28047	8.0	-4.0	-4.0	-9	-4	-4.0	-13
28049	-2.0	-14.0	-14.0	-19	-14	-14.0	-23
28051	12.0	0.0	0.0	-5	0	0.0	-9
28053	5.0	-7.0	-7.0	-12	-7	-7.0	-16
28057	-11.0	-23.0	-23.0	-28	-23	-23.0	-32
28059	5.0	-7.0	-7.0	-12	-7	-7.0	-16
28061	-11.0	-23.0	-23.0	-28	-23	-23.0	-32
28065	-8.0	-20.0	-20.0	-25	-20	-20.0	-29
28067	-20.0	-32.0	-32.0	-37	-32	-32.0	-41
28069	-20.0	-32.0	-32.0	-37	-32	-32.0	-41
28071	-10.0	-7.0	-7.0	-12	-7	-7.0	-16
28073	-1.0	-13.0	-13.0	-18	-13	-13.0	-22
28075	-4.0	-10.0	-10.0	-15	-10	-10.0	-19
28079	-8.0	-20.0	-20.0	-25	-20	-20.0	-29
28081	8.0	-4.0	-4.0	-9	-4	-4.0	-13
28083	7.0	-5.0	-5.0	-10	-5	-5.0	-14
28085	-1.0	-13.0	-13.0	-18	-13	-13.0	-22
28087	-11.0	-23.0	-23.0	-28	-23	-23.0	-32
28089	0.0	-12.0	-12.0	-17	-12	-12.0	-21
28091	-13.0	-25.0	-25.0	-30	-25	-25.0	-34
28093	4.0	-8.0	-8.0	-13	-8	-8.0	-17
28095	4.0	-8.0	-8.0	-13	-8	-8.0	-17
28097	6.0	-6.0	-6.0	-11	-6	-6.0	-15
28099	-8.0	-20.0	-20.0	-25	-20	-20.0	-29
28101	-33.0	-45.0	-45.0	-50	-45	-45.0	-54
28103	-26.0	-38.0	-38.0	-43	-38	-38.0	-47
28105	-1.0	-13.0	-13.0	-18	-13	-13.0	-22
28107	6.0	-6.0	-6.0	-11	-6	-6.0	-15
28109	2.0	-10.0	-10.0	-15	-10	-10.0	-19
28111	8.0	-4.0	-4.0	-9	-4	-4.0	-13
28113	-2.0	-14.0	-14.0	-19	-14	-14.0	-23
28115	3.0	-9.0	-9.0	-14	-9	-9.0	-18
28121	11.0	-1.0	-1.0	-6	-1	-1.0	-10
28123	-26.0	-38.0	-38.0	-43	-38	-38.0	-47
28129	-4.0	-16.0	-16.0	-21	-16	-16.0	-25
28133	8.0	-4.0	-4.0	-9	-4	-4.0	-13
28135	-11.0	-23.0	-23.0	-28	-23	-23.0	-32
28139	8.0	-4.0	-4.0	-9	-4	-4.0	-13
28143	12.0	0.0	0.0	-5	0	0.0	-9
28145	-5.0	-17.0	-17.0	-22	-17	-17.0	-26
28149	-9.0	-21.0	-21.0	-26	-21	-21.0	-30
28151	-1.0	-13.0	-13.0	-18	-13	-13.0	-22
28155	12.0	0.0	0.0	-5	0	0.0	-9
28157	12.0	0.0	0.0	-5	0	0.0	-9
28163	4.0	-8.0	-8.0	-13	-8	-8.0	-17
29013	-8.0	-24.0	-24.0	-26	-24	-8.0	-29
29019	7.0	3.0	3.0	1	3	19.0	-2
29021	-3.0	-19.0	-19.0	-21	-19	-3.0	-24
29027	0.0	-16.0	-16.0	-18	-16	0.0	-21
29029	9.0	-7.0	-7.0	-9	-7	9.0	-12
